Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D3.raw
Q9NVE7	Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	123400	554072	99659.6	216907	239088	239058	222454	296869	153857	404138		272938
Q9NVG8	Q9NVG8	TBC13_HUMAN	TBC1D13	TBC1 domain family member 13	9424.96	7565.41	8391.88	6403	19432.7	15423.5			8536.51			
Q9NVH0	Q9NVH0	EXD2_HUMAN	EXD2	Exonuclease 3'-5' domain-containing protein 2	12020.2	16714.3	13455.3	10821.8	15871.8	6675.88	7806.84	5796.26	4345.77		2888.92	2605.6
Q9NVH1	Q9NVH1	DJC11_HUMAN	DNAJC11	DnaJ homolog subfamily C member 11	54532.7	59481.2	71778.4	62900.9	64232.8	62792.6	40809.7	30855.3	30789.9	20577.5	22489.4	15658.1
Q9NVH2	Q9NVH2	INT7_HUMAN	INTS7	Integrator complex subunit 7	5625.11	7359.14	4931.84	4248.12	10264.6	4364.46	3666.32					
Q9NVH6	Q9NVH6	TMLH_HUMAN	TMLHE	Trimethyllysine dioxygenase, mitochondrial	3889.81	5431.46	5963.79	3877.46	2981.04	8067.43	2406.69					
Q9NVI7	Q5T9A4;Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A	57468.3	71659.3	61277.2	72003.8	58009	62818.5	31036.5	25271.4	33862.1	13459.2	15733.5	19079.4
Q9NVJ2	Q9NVJ2	ARL8B_HUMAN	ARL8B	ADP-ribosylation factor-like protein 8B	93230.3	132344	103967	83109.5	76989.9	69648.5	48547.2	42901.1	32788.8	26664.8	25829.4	15072.2
Q9NVM6	Q9NVM6	DJC17_HUMAN	DNAJC17	DnaJ homolog subfamily C member 17	915.638	2093.8										
Q9NVM9	Q9NVM9	INT13_HUMAN	INTS13	Integrator complex subunit 13	23818.4	26774.7	26585.6	22710.7	32033.2	24618	6087.28	19558.7	14337.7	8111.34	7056.9	12963.8
Q9NVN8	Q9NVN8	GNL3L_HUMAN	GNL3L	Guanine nucleotide-binding protein-like 3-like protein	3613.4	3419.86	4268.62	6387.64	3428.07				1760.84			
Q9NVP1	Q9NVP1	DDX18_HUMAN	DDX18	ATP-dependent RNA helicase DDX18	92619.6	102269	86505.3	87937.2	82598.1	85745.6	41694.2	35461.2	42121.6	16180.9	17293.8	21004.8
Q9NVR2	Q9NVR2	INT10_HUMAN	INTS10	Integrator complex subunit 10	10712.9	11668.8	11250.3	5798.17	9825.89	5231.25	4124.25			2915.89		
Q9NVS9	Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase	5544.44	10482.6	8848.5	4838.6	8155.84	9823.48	5009.07	7093.55	6732.34		2038.76	
Q9NVT9	Q9NVT9	ARMC1_HUMAN	ARMC1	Armadillo repeat-containing protein 1	28147.7	27094.2	18244.5	24176.8	27537.5	23996.2	7813.42	5680.07	14300.9	7674.57	4044.01	6057.18
Q9NVU0	Q9NVU0	RPC5_HUMAN	POLR3E	DNA-directed RNA polymerase III subunit RPC5	5172.12	5546.79	6481.69	4190.2	1860.37	6067.34	3858.01	3898.24	4232.44			2783.15
Q9NVU7	Q9NVU7	SDA1_HUMAN	SDAD1	Protein SDA1 homolog	6152.29	4400.71	4576.66	7742.62		5818.9						
Q9NVV4	Q9NVV4	PAPD1_HUMAN	MTPAP	Poly(A) RNA polymerase, mitochondrial	21672.1	19330.6	21272.2	25482.3	21309.5	14465	10107.9	6422.47	11421.7		4187.61	
Q9NVX2	Q9NVX2	NLE1_HUMAN	NLE1	Notchless protein homolog 1	7257.56	8409.86	10201.2	7192.38	8523.22	11554.7	3883.34					
Q9NW08	Q9NW08	RPC2_HUMAN	POLR3B	DNA-directed RNA polymerase III subunit RPC2	4461.95	2280.46	6116.96	3252.25	3396.44	4469.84	929.282	2350.06				
Q9NW13	Q9NW13	RBM28_HUMAN	RBM28	RNA-binding protein 28	122553	132998	119765	132405	142524	105239	88491.7	94611.5	72048.9	55551.4	65178	68852.6
Q9NW15	Q9NW15	ANO10_HUMAN	ANO10	Anoctamin-10		11270.5		12540.4	6214.92	8075.72	5902.51					
Q9NW64	Q9NW64	RBM22_HUMAN	RBM22	Pre-mRNA-splicing factor RBM22	39466.8	46001.8	44590.3	34174.3	29547.5	29989.4	12296.6	14751.9	16806.1	6315.14	7418.18	5641.53
Q9NW81	Q9NW81	DMAC2_HUMAN	DMAC2	Distal membrane-arm assembly complex protein 2	2764.12			3186.86	14463.7			8018.43		3634.23	2861.67	
Q9NW82	Q9NW82	WDR70_HUMAN	WDR70	WD repeat-containing protein 70	6702.54	9500.77	5845.06	13059.2	5571	9479.95	3556.78	3636.53	7391.3	4375.82		3423.4
Q9NW97	Q9NW97	TMM51_HUMAN	TMEM51	Transmembrane protein 51	4112.02	5722.71	4180.37	1830.24	2211.43	1620.15		1411.68				
Q9NWA0	Q9NWA0	MED9_HUMAN	MED9	Mediator of RNA polymerase II transcription subunit 9	4773.16	5047.9	3938.21	5242.96	6432.46	4193.18	1351.63					
Q9NWB6	Q9NWB6	ARGL1_HUMAN	ARGLU1	Arginine and glutamate-rich protein 1	46174.3	65510.3	69753.2	18563.2	56439.9	46768.1	15243.3	16558.9	36293.1	14564.2	15512.2	24814.9
Q9NWB7	Q9NWB7	IFT57_HUMAN	IFT57	Intraflagellar transport protein 57 homolog	2720.06	2664.65										
Q9NWH9	Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	39469.1	53272.7	44686.7	40023.3	35155.9	41371.7	22559.6	18818.5	22558.3	14027.5	18741.2	18115.5
Q9NWM3	Q9NWM3	CUED1_HUMAN	CUEDC1	CUE domain-containing protein 1	1409.4		4191.77		6599.75	3016.62	4606.74	3659.51	2384.53			
Q9NWS0	Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	28335.7	26669.7	16543.2	25578.8	16769.8	23566.9	8169.23	7398.07	15773.5	8818.12	4110.58	
Q9NWS8	Q9NWS8	RMND1_HUMAN	RMND1	Required for meiotic nuclear division protein 1 homolog	5619.99	2639.77	6535.08	4112.38	2999.19	3428.77	2048.16	2015.13	6222.77			
Q9NWT1	Q9NWT1	PK1IP_HUMAN	PAK1IP1	p21-activated protein kinase-interacting protein 1	14332.1	21206	14567.1	19545.3	22299.3	25782.1	8259.83	11995.7	9837.05	6905.36	3117.47	5187.26
Q9NWT8	Q9NWT8	AKIP_HUMAN	AURKAIP1	Aurora kinase A-interacting protein	35379.9	33332.5	32679.6	29784.6	30078.9	34740.3	13022.6	8288.15	13616.2		5318.65	2488.3
Q9NWU1	Q9NWU1	OXSM_HUMAN	OXSM	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial	7126.73	4686.95	4012.64	8733.82	7491.47	6563.78	3203.93	5926.68	3807.62	3089.93		
Q9NWU5	Q9NWU5	RM22_HUMAN	MRPL22	39S ribosomal protein L22, mitochondrial	18795.1	20555.6	23429.7	23639.5	21883.2	27280.7	10807.4	10569.2	16659.5	7808.67	10992.9	13130.2
Q9NWV4	Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	29169.8	35336.5	23478.7	19387.7	21125	16345.7	12159.4	6533.93	9571.1		6242	5534.33
Q9NWX6	Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase	11152.6	12789.1	7943.01						4646.69			
Q9NWY4	Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1	14127.3	12504.4	4488.09	5379.2	7087.16	11393.6	9412.96					
Q9NWZ5	Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	7320.98		5432.23									
Q9NX02	Q9NX02	NALP2_HUMAN	NLRP2	NACHT, LRR and PYD domains-containing protein 2	5387.91	5474.85	6044.01	6580.34	7392.02	15519	5658.84	3557.69	5168.82		3351.69	
Q9NX14	Q9NX14	NDUBB_HUMAN	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	58855.2	59433.4	65645.7	56238.6	57532.2	52288.5	21148.6	19486.4	24333.2	7240.43	14338.7	12955.9
Q9NX20	Q9NX20	RM16_HUMAN	MRPL16	39S ribosomal protein L16, mitochondrial	27264.6	27361.4	49000.8	29351.8	29624	44663.2	13400	27178.3	8639.62	17000.6	7774.17	
Q9NX24	Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	73701.6	51830.8	63808.4	61198.5	38250.1	51205.1	36853.7	26466.4	23846.4	14849.6	18698.3	11834
Q9NX40	Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	134403	120922	138894	119853	122733	96608.5	50035.1	61631.6	43305.6	20171.9	30360.9	21059.1
Q9NX46	Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribose glycohydrolase ARH3	5163.01	7259.37	5558.92	6843.33	7039.36	1306.31	1739.24	2011.98			1852.08	
Q9NX55	Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	35426.4	29522.9	29946.3	35492.5	35484.2	40454.3	21592.6	20378.7	18278.2	7089.53	8785.41	4741.45
Q9NX58	Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	29575.7	22071.2	21779.7	16216.9	11649.7	16206	7078.19	11800.8	9364.21		3849.18	8187.37
Q9NX62	Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	53094.3	47483.2	55347.4	41865.3	36563.1	37631.9	18356.7	18428.4	24913.6	11795.6	16050.7	10412.8
Q9NX63	Q9NX63	MIC19_HUMAN	CHCHD3	MICOS complex subunit MIC19	246429	209520	161515	105791	127941	94167.4	80333	41537.5	72472.4	33582.9	23321.3	35515.1
Q9NX70	Q9NX70	MED29_HUMAN	MED29	Mediator of RNA polymerase II transcription subunit 29	7524.38	13451.2	8275.64	13324.4	12977.1	12162	6935.68	3244.7	4449.46	2309.26		
Q9NX74	Q9NX74	DUS2L_HUMAN	DUS2	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	6223.81	5197.72	4619.48	4018.6	5029.56	5472.87	5104.65	4480.32	6165.6	2563.93		
Q9NX95	Q9NX95	SYBU_HUMAN	SYBU	Syntabulin	4414.11	2291.82	4596.86		2700.47		1480.42	2104.78				
Q9NXA8	Q9NXA8	SIR5_HUMAN	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	6869.27	6482.49	7699.03	8332.52	9244.29	7286.18	3989.25	4324.2			3552.79	3710.58
Q9NXC5	Q9NXC5	MIO_HUMAN	MIOS	GATOR complex protein MIOS	4910.39	4046.24	5419.48	6129.36	6522.18	7386.96		1922.47	3569.31			
Q9NXE4	Q9NXE4	NSMA3_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	7827.15	6658.9	9405.38	9502.31	7043.21	11238.7	4117.92	6358.81	4270.11	2398.06		
Q9NXF1	Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	15871.2	14983.7	12706.5	14023.9	19030.7	25332	6819.62	8972.01	6385.9	4527.77	7326.93	4537.03
Q9NXG2	Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	65850.1	49057.4	63794	52204.6	44901.1	65894.1	43895	20386.8	20839.2	9358.91	20097.9	12151.3
Q9NXH8	Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	17052	9918.81	18024.5	11950.9	14132	17128.5	10601.5	6550.8	9498.04	4693.27	5065.77	4675.58
Q9NXH9	Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	6955.82	4354.28	6129.73		2708.23	948.441	2228.53	1681.49	4002.51			
Q9NXN4	Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	3249.04	1815.35	3251.58	2579.38				1196.64				
Q9NXR1	Q9GZM8;Q9NXR1	NDE1_HUMAN	NDE1	Nuclear distribution protein nudE homolog 1	2088.25	2494.07	3132.5	2345.43	2415.69	2707.07						
Q9NXR5	Q9NXR5	ANR10_HUMAN	ANKRD10	Ankyrin repeat domain-containing protein 10	2652.94	1166.74	1660.83	701.996	2324.33							
Q9NXR7	Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	18221.8	18019.5	16066.2	10747.3	24152.8	26628.4	12064.4	14525.9	17249.5	6752.21	6203.54	8603.33
Q9NXV6	Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	27119	12826.5	18345.9	27646.3	29938	16491	24428	17721.1	17739.1	9444.06	14424.7	16259.6
Q9NXW2	Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	10477.3	13563	14109.1	10018.7	8066.47	7444.74	7632.15	8924.32	9049.52	4484.41	4217.09	5128.94
Q9NXX6	Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	13544.8	12814.9	12629.4	16754.2	15639.8	12389.2	6393.71	8348.27	15227	2896.48	3135.77	3886.35
Q9NY12	Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	30471	29623.2	56352.5	45389.2	33159.4	42626.1	20452.2	21125.8	39650.8		11007.1	17567.9
Q9NY27	Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	76269.7	85655.8	95239.6	80494.9	57019.5	72912.4	22579	33929.7	54020.2	21735.8	27863.9	22483.1
Q9NY33	Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	37159.1	42378.1	43750.8	35524	41260.3	40899.5	17467.8	22375.1	18278.2	9308.57	8818.11	10586.2
Q9NY61	Q9NY61	AATF_HUMAN	AATF	Protein AATF	30327.3	37239.8	39660.4	37211.6	37311.9	32955.5	22908.5	20724.6	19708.7	8766.62	8672.08	12034
Q9NY93	Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	28938.7	49545.8	30041.3	38382.1	49754.2	39905.4	21676.2	22183	21350.1	16157.9	11538	24298.5
Q9NYB0	Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	16401.9	13656.8	10867.9	15437.5	13285.8	17137	6677.94	5841.2	12005.6			3545.46
Q9NYB9	Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2	9466.3	4932.29	6706.56	4674.08	10081.2	5301.69		4365.56	4358.73			
Q9NYF8	Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	80712.6	67280.1	69766.2	67521.4	67515.2	67519.5	36611	41649	39802	25052.5	16590.1	18466
Q9NYF8;Q9Y2W1	Q9NYF8;Q9Y2W1	BCLF1_HUMAN;TR150_HUMAN	BCLAF1;THRAP3	Bcl-2-associated transcription factor 1	36751.6	56522.9	73447.3	46932.5	45159.3	42309.2	22712.2	13087.8	13951.8		7647.89	14321
Q9NYH9	Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	11351.2	9949.59	17459	13118.8	18044.4	14882.1	5881.35	7523.05	8099.78		3840.61	5187.83
Q9NYJ1	Q9NYJ1	COA4_HUMAN	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	8848.54	19204.3	13467.1	31501.9	27246.4	21941.6	7596.69	17824.7	14293.5	2825.31	5539.36	9988.51
Q9NYK5	Q9NYK5	RM39_HUMAN	MRPL39	39S ribosomal protein L39, mitochondrial	14897.7	14053.6	20638.9	12998.4	15334.1	16052	6722.19	9297.42	6619.52		5515.64	3972.85
Q9NYL2	Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	16057.9	16383.7	16660.1	13777.9	24682	20613.6	10433	6349.16	10325.6	6578.08	4271.77	3868.13
Q9NYL4	Q9NYL4	FKB11_HUMAN	FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11	4865.08		9035.82		5579.52	14331.8	6905.52					
Q9NYL9	Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	308515	263814	305734	258506	169589	283337	154549	110765	181805	98369	80419.5	93103.8
Q9NYP7	Q9NYP7	ELOV5_HUMAN	ELOVL5	Elongation of very long chain fatty acids protein 5	4648.21	5537.17	11401.1			3214.62						
Q9NYQ6	Q9NYQ6	CELR1_HUMAN	CELSR1	Cadherin EGF LAG seven-pass G-type receptor 1	5242.81	6207.46	4367.11	2269.54	3714.56	4785.28	1857.12					
Q9NYR9	Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	7414.19	11051.7	11161.8	15286.2	14970.6	16797.3		17153.7			17699.3	15944.1
Q9NYU1;Q9NYU2	Q9NYU1;Q9NYU2	UGGG1_HUMAN;UGGG2_HUMAN	UGGT1;UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2	47976.9	41419.7	57564.5	48954.6	37676.1	43287.9	19349.5	20396.7	21380.7	6786.65	11436.1	11617
Q9NYU2	Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	141018	153793	141424	150181	124299	149497	63397.5	78304.9	69318.1	42611.1	32589.6	34392.7
Q9NYV4	Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	1977.7	768.197	2249.18	4433.14		3159.48	1629.69					
Q9NYY8	Q9NYY8	FAKD2_HUMAN	FASTKD2	FAST kinase domain-containing protein 2, mitochondrial	6921.42	13031.3	15622.9	5980.57	9965.4	12968.1	9740.3		9948.44	5660.31	9919.09	4371.76
Q9NZ01	Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	93924.5	90156.3	101329	81847.3	71905.6	84280.6	41708.2	39200.8	45911.4	19232.6	20018.2	22395.1
Q9NZ08	Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	13521	16403.1	16741.8	17595.8	19476.4	18212.1	8554.53	9721.13	5173.17	5650.52	4736.64	4802.82
Q9NZ09	Q9NZ09	UBAP1_HUMAN	UBAP1	Ubiquitin-associated protein 1	21345.9	18060.7	15671.4	40833.5	30255.5	35482.8	34569.9	37901.3	34164.4	29578.7	33740.3	22867
Q9NZ32	Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	8128.69	10700	11186.7	6047.74	4427.19	5296.21	3228.33	3602.79				9259.75
Q9NZ43	Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	8920.59	6670.3	11096.1	9894.75	6208.39	9407.83	4328.84		9007.97	4491.09	3168.08	3709.41
Q9NZ45	Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	46767.8	43857.9	46881.1	43463.4	50999.2	45355.5	22534.7	18628.2	18722.3	9800.51	7717.83	10829.8
Q9NZ52	Q9NZ52	GGA3_HUMAN	GGA3	ADP-ribosylation factor-binding protein GGA3	3721.55	6505.98	4016.16									
Q9NZ63	Q9NZ63	TLS1_HUMAN	C9orf78	Telomere length and silencing protein 1 homolog	5453.03	9346.66	4777.99	9579.41	7832.93	6234.63	2282.76	3405.15	2159.32			573.099
Q9NZB2	Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	57863.4	51469.4	50001.5	49858.9	50162.6	54512.8	20580.1	22912.2	22010.1	9420.61	10339.7	8177.04
Q9NZD8	Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	2670.5	10513.3	8614.71	12717.1	9577.86	8666.81		5342.22				4148.56
Q9NZE8	Q9NZE8	RM35_HUMAN	MRPL35	39S ribosomal protein L35, mitochondrial	9038.52	14496.1	8901.22		5073.54	5304.65	2470.33		5253.16	1477.13		
Q9NZI8	Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	108179	121087	116545	118194	96594.6	103823	47051.4	54845.5	55255.9	30263.2	21487.2	26992.7
Q9NZJ4	Q9NZJ4	SACS_HUMAN	SACS	Sacsin	9792.67	5788.15	11882.2	6686.53	19047.2	25174.3	16119.8	14141.5	15824.3	7327.04	16198.1	9355.5
Q9NZJ7	Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	25949.3	11650.2	24119.7	35320.9	20374.4	22860.3	19927.5	14432.7	16475.2	2909.2	5407.25	
Q9NZL4	Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	52807.2	97508.5	84661.3	79701.5	75788.4	77988.3	31214.4	33723.1	34631.7	25054.4	28760.6	12947.7
Q9NZL9	Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	112913	105310	119665	96610.5	89258.3	107358	48041.5	44694.2	53259.5	23114.6	21244.1	28581.6
Q9NZM1	Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	95295.3	91561	98046.9	83825.4	88035.8	85584.3	46578	51041.8	39161.7	24994.8	22339.8	26424.5
Q9NZM3	Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	39476.4	35802	31629.6	29009.5	32266.9	35173.8	18098.8	15683.4	13311	13600.7	4670.47	12547.8
Q9NZM5	Q9NZM5	NOP53_HUMAN	NOP53	Ribosome biogenesis protein NOP53	14114.6	15772.3	11214.7	18130.3	15361.2	11938.6	7469.3	8786.77	7374.42	3695.42	5147.8	3642.06
Q9NZN4	Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	59471.3	64768.9	59635.3	66773.8	64621.5	67126.7	28138	28409.1	28447.5	13623.9	13864.8	13878.1
Q9NZN5	Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	53243.3	59240.8	74869.2	52952.1	49587.8	62890.8	32999.9	17160	60670.2	15627.7	9573.49	17651.6
Q9NZN8	Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	11681.3	15447.4	16285.6	13908.3	10535.2	12373.3	7159.46	2564.71	4885.27			
Q9NZT2	Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	10974.8	13531.1	18714.5	21140.4	21634.8	24558.8	8539.42	8054.64	10064.8	4074.32	2437.51	2216.42
Q9NZU0	Q9NZU0	FLRT3_HUMAN	FLRT3	Leucine-rich repeat transmembrane protein FLRT3	22800.6	17881.6	20838.3	15463.5	19071.1	17610.1	7865.61	5342.93	7361.35	2706.07	6611.44	1846.07
Q9NZU5	Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	17762.5	14815	18470.1	10807.5	17645.7	14977.2	9925.77	10698.8	8298.63	8630.58	4303.01	2861.45
Q9NZV1	Q9NZV1	CRIM1_HUMAN	CRIM1	Cysteine-rich motor neuron 1 protein	4469.34	6798.32	4802.8	2159.88	5167.85	2089.85	2933	2246.32		1603.25		
Q9NZW5	Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	26118.6	26565.1	31123.2	30720.5	29841.9	31407.6	16929.4	15677.2	25712.2	13659.3	8117.22	10358.9
Q9NZZ3	Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	32974.2	25496.1	33320.5	20698.7	19786.7	27488.3	5568.9	5575.9	12254.3	4341.93	2997.39	2294.92
Q9P000	Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	48842	64934.5	87591.3	98866.2	54757.9	94177.5	52477.9	40674.6	54402.4	55107.6	49748.8	41575.1
Q9P013	Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	17210.8	12506.5	11016.3	10622.3	16620.7	14501.6	5827.22	6901.7	8313.83	3247.1	3034.09	3599
Q9P015	Q9P015	RM15_HUMAN	MRPL15	39S ribosomal protein L15, mitochondrial	53898.2	56866.6	44563.8	50032.2	44705.6	44535.3	30424	21984.3	24336.8	12717.1	9944.72	12516.1
Q9P016	Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	23175.1	17767.3	23893	16349.9	18657.1	16716.8		9199.9	6190.31	4628.15		4149.46
Q9P021	Q9P021	CRIPT_HUMAN	CRIPT	Cysteine-rich PDZ-binding protein	8611.65	3596.09	7649.99	9311.87		11846.9			27126.9			14060.6
Q9P031	Q9P031	TAP26_HUMAN	CCDC59	Thyroid transcription factor 1-associated protein 26	22639.9	28223.3	22646.8	23240.6	23182.5	9886.12	21331.1	8376.08	11366	8004		3383.44
Q9P032	Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	20196.6	16076.9	12529.4	18177.3	13179.1	12368	7302.77	6009.27	5343.03	2246.1		3988.39
Q9P035	Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	99306.1	97073.6	103837	98305.2	92513.2	91790.6	34468.3	42228.7	36277.5	17614.5	20388.6	21931
Q9P0I2	Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	12120	9837.88	10546.2	16774	10571.8	12693.7	7039.97	4179.63	4637.78	4096.35	2648.18	7005.61
Q9P0J0	Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	67209.8	69867.7	66004.8	56554.5	51147.8	59511.4	26739.4	25428.1	23046.1	12488.8	13076.6	11397.3
Q9P0J1	Q9P0J1	PDP1_HUMAN	PDP1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	4151.96	3515.81	6075.61	4447.24	3066.31	2446.98	3387.45		1805.49		1154.12	
